key,score,repeat,average
complicated,52.3,6,8.716666666666667
omfg,96.7,11,8.790909090909091
quicker,31.3,4,7.825
refrigerating,8.8,1,8.8
boylan,58.1,7,8.3
ruined,60.3,7,8.614285714285714
ribes,9.1,1,9.1
ling,9.5,1,9.5
dripping,42.3,5,8.459999999999999
crackly,16.5,2,8.25
fiona,9.2,1,9.2
chef,1388.3,166,8.363253012048192
exellent,9.1,1,9.1
pickled,477.3,57,8.373684210526315
hebrew,7.5,1,7.5
revoke,9.6,1,9.6
eddie,73.4,9,8.155555555555557
sooooo,149.3,17,8.782352941176471
sabor,45.4,5,9.08
sake,984.7,119,8.274789915966387
pinker,7.3,1,7.3
jusy,9.0,1,9.0
strain,9.0,1,9.0
monkey,42.4,5,8.48
crossing,9.0,1,9.0
put,1119.3,132,8.479545454545454
daaangerous,8.5,1,8.5
copied,9.0,1,9.0
edits,9.2,1,9.2
couldn,307.3,36,8.536111111111111
brasseries,9.2,1,9.2
museum,17.3,2,8.65
inutile,7.8,1,7.8
hillary,8.7,1,8.7
godd,9.6,1,9.6
adecuado,8.9,1,8.9
tortais,8.2,1,8.2
been,2454.3,300,8.181000000000001
deixo,9.0,1,9.0
pivoted,7.3,1,7.3
devotion,9.4,1,9.4
mysteriously,9.4,1,9.4
urgent,9.4,1,9.4
bee,51.3,6,8.549999999999999
affair,9.0,1,9.0
um,623.3,80,7.79125
sustainable,102.6,12,8.549999999999999
buys,35.9,4,8.975
cooled,9.2,1,9.2
opini,16.7,2,8.35
checkout,108.3,14,7.735714285714286
patience,102.2,12,8.516666666666667
yolk,54.3,6,9.049999999999999
bursting,16.8,2,8.4
broaden,9.2,1,9.2
bienvenidos,9.4,1,9.4
coca,9.3,1,9.3
hahahha,9.1,1,9.1
concoction,97.2,11,8.836363636363636
sights,9.6,1,9.6
nightclub,24.7,3,8.233333333333333
milcrepe,9.2,1,9.2
sopa,81.4,9,9.044444444444444
nun,9.1,1,9.1
perl,9.0,1,9.0
urquell,6.5,1,6.5
truth,77.3,9,8.588888888888889
marian,8.0,1,8.0
insyead,9.1,1,9.1
produits,8.7,1,8.7
unique,1072.3,122,8.789344262295081
fired,26.7,3,8.9
spelled,34.5,4,8.625
gambas,9.1,1,9.1
panader,9.4,1,9.4
webcam,45.4,5,9.08
reuben,546.3,64,8.5359375
drunk,379.3,48,7.902083333333334
transition,9.2,1,9.2
masada,8.6,1,8.6
picks,134.4,15,8.96
avoid,1718.3,201,8.548756218905472
glamorous,14.9,2,7.45
arepa,8.1,1,8.1
speediest,8.1,1,8.1
tear,33.3,4,8.325
mellowed,9.6,1,9.6
discoverptp,9.0,1,9.0
tamamen,9.3,1,9.3
racks,8.5,1,8.5
reported,15.6,2,7.8
miriam,8.4,1,8.4
stalking,9.1,1,9.1
century,43.4,5,8.68
sear,8.8,1,8.8
taisho,88.5,13,6.8076923076923075
swaggest,9.4,1,9.4
dentures,9.0,1,9.0
unwind,32.5,4,8.125
cloud,52.4,6,8.733333333333333
dropped,56.8,7,8.114285714285714
immaculate,17.4,2,8.7
euros,9.4,1,9.4
comparison,43.8,5,8.76
distributed,9.1,1,9.1
fr,26.3,5,5.26
kasha,81.6,10,8.16
malfati,9.4,1,9.4
kilom,8.8,1,8.8
heavier,27.3,3,9.1
ruby,43.1,5,8.620000000000001
quesidilla,8.7,1,8.7
clima,18.4,2,9.2
slivered,18.4,2,9.2
energizer,8.9,1,8.9
uhmazing,8.7,1,8.7
anos,18.4,2,9.2
w,2750.3,345,7.971884057971015
kumquats,27.1,3,9.033333333333333
das,105.4,13,8.107692307692307
photography,25.7,3,8.566666666666666
osteria,9.6,1,9.6
blinches,9.1,1,9.1
concert,25.5,3,8.5
polenta,71.7,8,8.9625
apathetic,6.8,1,6.8
gulf,9.2,1,9.2
probar,108.4,12,9.033333333333333
brojays,7.2,1,7.2
fml,9.2,1,9.2
biography,18.5,2,9.25
two,3191.3,394,8.099746192893402
journey,41.5,5,8.3
emigrating,9.1,1,9.1
passage,23.8,3,7.933333333333334
accessible,18.4,2,9.2
napa,17.1,2,8.55
bong,9.3,1,9.3
fantasic,9.4,1,9.4
sandwhich,134.3,16,8.39375
platt,9.1,1,9.1
goal,18.3,2,9.15
lingiuni,9.4,1,9.4
nerd,9.3,1,9.3
sinew,9.3,1,9.3
num,69.4,9,7.711111111111112
deff,18.5,2,9.25
http:,8.8,1,8.8
ler,9.4,1,9.4
undresses,9.0,1,9.0
prefix,26.2,3,8.733333333333333
blandita,9.6,1,9.6
shall,35.7,4,8.925
island,202.7,25,8.107999999999999
iwantedbubblegum,9.0,1,9.0
crabstick,8.5,1,8.5
douchebag,15.4,2,7.7
hardboiled,16.5,2,8.25
painter,9.3,1,9.3
derived,9.4,1,9.4
tartare,491.3,56,8.773214285714285
each,967.4,117,8.268376068376067
izlemeyenler,9.4,1,9.4
nitrous,9.3,1,9.3
sombrero,6.6,1,6.6
gentlemen,6.5,1,6.5
cray,18.4,3,6.133333333333333
homefries,27.2,3,9.066666666666666
goats,45.3,5,9.059999999999999
oiewo,9.5,1,9.5
serrano,42.7,5,8.540000000000001
want,3839.3,457,8.40109409190372
wireless,41.9,5,8.379999999999999
jane,36.2,4,9.05
endless,36.5,4,9.125
uncompromising,8.4,1,8.4
pastramiii,9.3,1,9.3
venha,27.4,3,9.133333333333333
moon,43.6,5,8.72
jordy,18.0,2,9.0
flavorful,715.7,85,8.42
apology,9.1,1,9.1
esos,8.9,1,8.9
downstairs,746.7,92,8.116304347826087
stumbled,18.4,2,9.2
seen,586.4,69,8.498550724637681
devine,61.2,7,8.742857142857144
alternativamente,9.4,1,9.4
shoot,26.3,3,8.766666666666667
announced,9.1,1,9.1
restaraunt,18.5,2,9.25
draper,8.8,1,8.8
salata,18.4,2,9.2
morels,9.6,1,9.6
obscenely,17.4,2,8.7
mcdonalds,78.4,9,8.711111111111112
salami,220.3,25,8.812000000000001
bierreria,9.5,1,9.5
gaucamole,8.6,1,8.6
irrestisible,8.8,1,8.8
sind,18.4,2,9.2
centro,9.5,1,9.5
personalization,9.5,1,9.5
mistacanza,9.5,1,9.5
asked,470.7,59,7.977966101694915
decided,61.4,7,8.77142857142857
bergamot,9.3,1,9.3
haus,81.0,10,8.1
estelle,18.3,2,9.15
brekky,16.5,2,8.25
review,181.4,23,7.886956521739131
awesome,7033.3,830,8.473855421686746
olechiette,9.4,1,9.4
whether,162.4,19,8.547368421052632
readings,36.5,4,9.125
lurk,8.7,1,8.7
bronzed,9.1,1,9.1
swallow,17.7,2,8.85
deceivingly,26.1,3,8.700000000000001
bed,133.2,15,8.879999999999999
jammed,43.3,5,8.66
infinite,8.8,1,8.8
bettola,9.1,1,9.1
overhear,7.3,1,7.3
awesomely,51.4,6,8.566666666666666
insisted,25.5,3,8.5
"diner,",16.7,2,8.35
omgggg,9.4,1,9.4
school,496.3,60,8.271666666666667
caseiro,8.8,1,8.8
disinterested,9.0,1,9.0
neighboring,8.0,1,8.0
assholes,29.3,4,7.325
moms,9.3,1,9.3
reaction,16.2,2,8.1
animado,9.4,1,9.4
evaluate,9.4,1,9.4
pee,24.7,4,6.175
snobby,52.7,6,8.783333333333333
cranks,8.8,1,8.8
either,713.3,85,8.391764705882352
ich,27.3,3,9.1
desserts,1536.3,174,8.829310344827586
amerika,9.4,1,9.4
questor,9.4,1,9.4
servings,77.3,9,8.588888888888889
nolita,224.3,25,8.972000000000001
chika,81.2,9,9.022222222222222
madrid,7.1,1,7.1
velvety,62.2,7,8.885714285714286
recorrer,9.5,1,9.5
velveeta,7.2,1,7.2
politely,15.8,2,7.9
coisa,45.5,5,9.1
walmart,9.2,1,9.2
desayuno,9.2,1,9.2
beans,1283.7,151,8.501324503311258
paring,9.2,1,9.2
chihuahua,8.9,1,8.9
blunts,9.1,1,9.1
stunner,8.7,1,8.7
servant,9.4,1,9.4
voce,9.2,1,9.2
street,1419.3,171,8.299999999999999
vegetables,511.5,59,8.669491525423728
noisiest,9.1,1,9.1
pinole,9.3,1,9.3
entrecot,9.4,1,9.4
excruciatingly,9.4,1,9.4
europsku,9.3,1,9.3
enter,189.4,22,8.60909090909091
gfree,7.5,1,7.5
pra,185.4,24,7.7250000000000005
modelizers,8.1,1,8.1
staffs,7.5,1,7.5
surpreende,9.6,1,9.6
coco,131.4,16,8.2125
camboyana,9.1,1,9.1
roach,24.1,3,8.033333333333333
byo,8.9,1,8.9
espacio,18.6,2,9.3
pacific,33.9,4,8.475
rushing,9.3,1,9.3
feta,141.7,17,8.335294117647058
amish,9.6,1,9.6
mondays,140.2,17,8.24705882352941
brrrrrr,9.1,1,9.1
fantasy,9.0,1,9.0
orchards,36.6,4,9.15
tlayuda,8.9,1,8.9
unbearable,35.4,4,8.85
jen,17.4,2,8.7
uymuyo,9.1,1,9.1
focaccine,9.1,1,9.1
nov,9.0,1,9.0
features,146.4,17,8.611764705882353
duvida,8.8,1,8.8
really,8117.3,995,8.158090452261307
dates,219.3,25,8.772
judy,16.4,2,8.2
brunchear,9.4,1,9.4
umbrella,13.5,2,6.75
gossip,18.1,2,9.05
ferri,9.4,1,9.4
yuppies,34.1,4,8.525
dipping,273.3,32,8.540625
ahead,436.3,49,8.904081632653062
chico,8.8,1,8.8
pike,21.4,3,7.133333333333333
ruthie,9.0,1,9.0
kanpai,9.3,1,9.3
tartarsauce,9.1,1,9.1
opposite,72.3,8,9.0375
stukel,9.3,1,9.3
lu,8.7,1,8.7
giant,427.4,51,8.380392156862746
vc,34.4,4,8.6
shanty,6.5,1,6.5
teas,204.4,26,7.861538461538462
chittle,27.1,3,9.033333333333333
sea,811.4,93,8.724731182795699
mudspot,45.2,5,9.040000000000001
simplesmente,36.4,4,9.1
washu,9.4,1,9.4
molding,7.5,1,7.5
limoncellos,8.7,1,8.7
enormemente,9.2,1,9.2
funcion,9.3,1,9.3
frapaccino,7.8,1,7.8
costumers,16.5,2,8.25
ligar,8.1,1,8.1
fo,8.7,1,8.7
oyakodon,26.4,3,8.799999999999999
bardwell,9.6,1,9.6
resy,18.1,2,9.05
scrum,9.3,1,9.3
prepara,9.5,1,9.5
bussiness,9.5,1,9.5
men,340.7,41,8.309756097560975
melbourne,26.1,3,8.700000000000001
bottled,107.5,13,8.26923076923077
undertone,8.7,1,8.7
reubens,18.3,2,9.15
chickpeas,159.2,18,8.844444444444443
paloma,18.4,2,9.2
printable,8.9,1,8.9
vibrant,87.2,10,8.72
affogayto,18.0,2,9.0
exploring,44.4,5,8.879999999999999
ama,44.3,5,8.86
alan,27.3,3,9.1
zest,26.5,3,8.833333333333334
chobaniyogurt,9.4,1,9.4
conviene,9.3,1,9.3
lumaconi,9.4,1,9.4
minutos,9.1,1,9.1
bequinho,9.3,1,9.3
lazanya,9.5,1,9.5
judged,7.8,1,7.8
gained,9.5,1,9.5
thew,8.7,1,8.7
fauxstess,8.9,1,8.9
timeoutny,9.0,1,9.0
pansotti,18.5,2,9.25
wenn,9.6,1,9.6
taci,9.4,1,9.4
tiramis,9.5,1,9.5
sparkling,233.7,27,8.655555555555555
flavoring,25.3,3,8.433333333333334
event,84.3,10,8.43
sapori,9.5,1,9.5
ki,32.4,4,8.1
rkiye,9.4,1,9.4
deffinately,9.1,1,9.1
matzo,257.3,29,8.87241379310345
tweaking,9.1,1,9.1
cry,79.3,9,8.81111111111111
deterred,9.1,1,9.1
abierto,18.6,2,9.3
tosi,72.1,8,9.0125
greeks,7.3,1,7.3
savma,9.4,1,9.4
brother,39.3,5,7.859999999999999
spinach,760.3,90,8.447777777777777
brisk,18.4,2,9.2
azuki,9.2,1,9.2
ron,9.6,1,9.6
whipped,228.3,28,8.153571428571428
vieux,9.6,1,9.6
dapppastry,7.5,1,7.5
woken,9.3,1,9.3
ofen,9.1,1,9.1
lox,509.4,63,8.085714285714285
spiced,240.2,30,8.006666666666666
lurks,9.1,1,9.1
cumplieron,9.3,1,9.3
wok,9.1,1,9.1
mapo,35.9,4,8.975
complementos,9.3,1,9.3
napolitana,9.4,1,9.4
ma,123.4,14,8.814285714285715
exemplifies,18.1,2,9.05
efectivo,9.3,1,9.3
steack,8.8,1,8.8
estudiar,8.2,1,8.2
juevos,9.4,1,9.4
awful,405.7,54,7.512962962962963
millones,9.3,1,9.3
toffee,126.3,14,9.02142857142857
ambiente,186.3,22,8.468181818181819
shots,337.2,42,8.028571428571428
midwest,18.4,2,9.2
concord,18.6,2,9.3
freewheeling,9.2,1,9.2
agwine,9.5,1,9.5
olio,17.4,2,8.7
michigan,36.1,4,9.025
franken,9.1,1,9.1
pies,354.6,42,8.442857142857143
plantains,139.3,16,8.70625
pelos,9.3,1,9.3
br,126.4,14,9.028571428571428
checkin,17.3,2,8.65
mogador,18.2,2,9.1
fato,9.1,1,9.1
bagelw,9.1,1,9.1
magazine,181.1,21,8.623809523809523
claudette,24.7,3,8.233333333333333
million,52.5,6,8.75
nighttime,31.1,4,7.775
enquanto,8.4,1,8.4
plead,7.5,1,7.5
shadows,29.4,4,7.35
italian,2304.4,277,8.319133574007221
inquire,9.6,1,9.6
stl,9.4,1,9.4
hump,9.2,1,9.2
coated,88.4,10,8.84
book,960.3,116,8.278448275862068
wedged,9.4,1,9.4
education,27.5,3,9.166666666666666
roastery,9.3,1,9.3
drivers,8.7,1,8.7
anywhere,455.3,55,8.27818181818182
cambodian,27.1,3,9.033333333333333
summers,8.9,1,8.9
aspettare,18.4,2,9.2
spinning,33.1,4,8.275
makings,8.4,1,8.4
repeat,76.8,10,7.68
attention,202.3,24,8.429166666666667
texturally,9.2,1,9.2
pussies,9.4,1,9.4
updates,24.6,3,8.200000000000001
enak,36.4,4,9.1
surprising,111.1,14,7.935714285714285
brewed,237.5,28,8.482142857142858
purely,9.4,1,9.4
ridonculous,7.8,1,7.8
nadir,9.6,1,9.6
"trimmings,",9.4,1,9.4
speaking,7.5,1,7.5
mana,9.2,1,9.2
traps,17.3,2,8.65
latin,62.3,7,8.9
terry,27.3,3,9.1
ze,17.1,2,8.55
dart,6.5,1,6.5
focaccina,9.1,1,9.1
parsnips,27.6,3,9.200000000000001
chinon,9.1,1,9.1
distante,9.4,1,9.4
tecate,151.2,19,7.957894736842104
arencini,9.5,1,9.5
cred,9.2,1,9.2
foundation,27.2,3,9.066666666666666
cinnamon,617.7,73,8.461643835616439
desde,45.4,5,9.08
longas,9.4,1,9.4
disguised,17.4,2,8.7
crepas,8.6,1,8.6
result,36.5,4,9.125
lamby,7.5,1,7.5
disfrutas,9.4,1,9.4
italiana,72.5,8,9.0625
espresso,2824.7,346,8.163872832369941
birdhouse,16.8,2,8.4
child,61.2,7,8.742857142857144
eerrrrr,9.3,1,9.3
heft,9.6,1,9.6
wear,85.5,11,7.7727272727272725
wat,9.5,1,9.5
riportato,9.3,1,9.3
miyagi,9.4,1,9.4
arrachera,24.2,3,8.066666666666666
lesson,17.1,2,8.55
manufacturer,8.9,1,8.9
leftovers,103.7,12,8.641666666666667
carnivorous,36.2,4,9.05
perfume,8.9,1,8.9
facto,6.2,1,6.2
achet,9.4,1,9.4
soooo,378.7,45,8.415555555555555
bluebottle,8.3,1,8.3
slushiness,9.1,1,9.1
super,4044.3,495,8.17030303030303
stomp,9.1,1,9.1
speed,9.3,1,9.3
struggled,8.7,1,8.7
newly,52.3,6,8.716666666666667
bounces,9.1,1,9.1
brule,26.2,3,8.733333333333333
macdougal,36.3,4,9.075
th,33.8,4,8.45
liqueur,26.3,3,8.766666666666667
stores,69.5,8,8.6875
dependably,8.6,1,8.6
refined,52.2,6,8.700000000000001
gummi,9.0,1,9.0
cheriteas,7.5,1,7.5
happpyyy,9.4,1,9.4
keylime,9.2,1,9.2
shitter,9.1,1,9.1
satiate,15.3,2,7.65
autographs,17.9,2,8.95
outra,9.0,1,9.0
died,94.3,11,8.572727272727272
fridge,69.5,8,8.6875
representing,8.9,1,8.9
deeper,9.4,1,9.4
jp,8.8,1,8.8
extended,27.3,3,9.1
choe,9.2,1,9.2
victoria,9.4,1,9.4
acess,18.5,2,9.25
originalit,9.0,1,9.0
tester,7.2,1,7.2
merged,9.5,1,9.5
rack,60.1,8,7.5125
o_o,8.4,1,8.4
cashew,106.2,12,8.85
dressed,134.7,16,8.41875
aaaah,9.3,1,9.3
thoroughly,36.5,4,9.125
come,5754.3,690,8.339565217391305
miracle,18.3,2,9.15
daiginjo,9.4,1,9.4
cargo,9.4,1,9.4
charges,18.3,2,9.15
fuss,35.4,4,8.85
celiac,8.7,1,8.7
custo,9.1,1,9.1
frisch,9.1,1,9.1
innovating,6.8,1,6.8
incribles,7.3,1,7.3
byom,9.2,1,9.2
qd,7.8,1,7.8
donkey,9.2,1,9.2
jusqu,9.5,1,9.5
treats,417.2,49,8.514285714285714
porsiyon,18.3,2,9.15
taqueria,73.4,9,8.155555555555557
mercury,18.2,2,9.1
biscuit,182.3,21,8.680952380952382
seating,1989.3,246,8.086585365853658
merengues,9.1,1,9.1
doused,9.1,1,9.1
sarap,9.5,1,9.5
kalitesi,9.5,1,9.5
qualit,9.4,1,9.4
cut,484.3,57,8.496491228070175
distinctly,9.2,1,9.2
goodtimes,9.1,1,9.1
apaixonados,9.0,1,9.0
mok,14.3,2,7.15
fitzgerald,37.2,5,7.44
unlimited,164.1,20,8.205
attack,409.7,50,8.193999999999999
nipple,8.3,1,8.3
gordice,9.4,1,9.4
lifeless,9.1,1,9.1
drug,6.8,1,6.8
domestic,24.7,3,8.233333333333333
hoof,9.0,1,9.0
experimentations,9.4,1,9.4
votre,9.4,1,9.4
advise,23.9,3,7.966666666666666
stout,105.3,12,8.775
davon,9.1,1,9.1
dining,851.3,98,8.68673469387755
liquified,8.8,1,8.8
daquiris,9.3,1,9.3
saber,8.8,1,8.8
gogi,9.0,1,9.0
copies,9.5,1,9.5
nyokaseesall,9.3,1,9.3
sorted,27.5,3,9.166666666666666
copenhagen,8.4,1,8.4
teeth,93.7,11,8.518181818181818
literary,27.5,3,9.166666666666666
angell,8.9,1,8.9
benders,8.9,1,8.9
saturday,599.3,71,8.440845070422535
sera,24.4,3,8.133333333333333
badu,9.2,1,9.2
stumped,9.0,1,9.0
weakling,9.3,1,9.3
yamazaki,18.4,2,9.2
yalegurney,8.1,1,8.1
jaime,8.6,1,8.6
yuba,57.1,8,7.1375
tossed,27.2,3,9.066666666666666
aaaamazing,7.5,1,7.5
payment,48.2,6,8.033333333333333
mentai,32.5,4,8.125
literal,18.1,2,9.05
fattiest,7.5,1,7.5
astorbucks,6.8,1,6.8
arnaise,45.4,5,9.08
flatbreads,27.6,3,9.200000000000001
stewed,60.3,7,8.614285714285714
prayers,9.0,1,9.0
congealed,8.7,1,8.7
wells,18.1,2,9.05
menci,9.2,1,9.2
dass,9.3,1,9.3
terrines,17.4,2,8.7
varsa,17.7,2,8.85
invention,25.6,3,8.533333333333333
abandoning,9.0,1,9.0
machine,383.4,45,8.52
mum,9.2,1,9.2
aux,17.4,2,8.7
caught,62.3,7,8.9
sunlight,17.4,2,8.7
marks,99.4,12,8.283333333333333
catchy,8.7,1,8.7
gringos,8.9,1,8.9
turk,9.1,1,9.1
told,232.3,30,7.743333333333334
knitting,16.9,3,5.633333333333333
cycle,27.1,3,9.033333333333333
fena,17.4,2,8.7
fuchsia,9.2,1,9.2
breakdown,9.6,1,9.6
pesos,6.8,1,6.8
heinz,9.4,1,9.4
balc,26.3,3,8.766666666666667
-compras,9.5,1,9.5
signed,9.0,1,9.0
scone,131.3,16,8.20625
outposts,16.0,2,8.0
rega,8.8,1,8.8
used,692.3,82,8.442682926829267
beckham,27.4,3,9.133333333333333
mhmm,9.4,1,9.4
monstrously,8.9,1,8.9
dinner,3310.3,384,8.620572916666667
younger,20.5,3,6.833333333333333
wisp,9.1,1,9.1
chars,9.4,1,9.4
valrhona,9.1,1,9.1
sketchy,16.8,2,8.4
aloe,32.7,6,5.45
helmed,9.4,1,9.4
petiscos,9.5,1,9.5
gesokara,16.6,2,8.3
scotty,27.2,3,9.066666666666666
forest,108.3,12,9.025
gansevoort,18.4,2,9.2
themey,8.2,1,8.2
stemmed,9.4,1,9.4
held,69.3,8,8.6625
bleh,26.7,3,8.9
tator,7.5,1,7.5
birthdaytix,8.9,1,8.9
overcome,9.1,1,9.1
sizes,69.4,8,8.675
kung,103.9,12,8.658333333333333
terrifying,8.3,1,8.3
oft,18.4,2,9.2
personalize,6.6,1,6.6
facial,34.6,4,8.65
macchiatos,34.3,4,8.575
divertido,8.9,1,8.9
pezzo,9.5,1,9.5
nuttiness,8.9,1,8.9
meeting,362.3,44,8.23409090909091
humans,18.4,2,9.2
hearted,9.1,1,9.1
know,2580.3,314,8.21751592356688
internet,119.5,15,7.966666666666667
vongerichten,81.2,9,9.022222222222222
bao,701.7,109,6.437614678899083
occupy,8.8,1,8.8
juste,9.1,1,9.1
fenomenal,27.5,3,9.166666666666666
dumblings,9.4,1,9.4
noticed,48.3,6,8.049999999999999
cel,81.3,9,9.033333333333333
absurdly,35.2,4,8.8
stove,9.6,1,9.6
savory,672.3,77,8.73116883116883
cooked,864.3,100,8.642999999999999
flavaaaaful,9.3,1,9.3
salm,9.4,1,9.4
slabs,9.0,1,9.0
sandwch,8.7,1,8.7
antipasti,45.4,5,9.08
corp,5.8,1,5.8
forgotten,24.7,3,8.233333333333333
constant,51.1,6,8.516666666666667
bests,27.4,3,9.133333333333333
hear,235.3,27,8.714814814814815
ssant,27.2,3,9.066666666666666
cavolfiore,16.6,2,8.3
grizzly,9.3,1,9.3
raspbeery,9.1,1,9.1
francois,9.4,1,9.4
forty,9.0,1,9.0
lettuce,435.7,51,8.54313725490196
beloved,26.3,3,8.766666666666667
expectacular,9.5,1,9.5
publishers,9.5,1,9.5
amarys,8.9,1,8.9
sientan,9.1,1,9.1
blinding,9.2,1,9.2
faut,17.3,2,8.65
palm,99.1,11,9.009090909090908
homegrown,9.6,1,9.6
panettone,8.5,1,8.5
coaches,8.8,1,8.8
ham,566.7,68,8.333823529411765
atkins,17.4,2,8.7
ngua,9.3,1,9.3
venemous,9.1,1,9.1
g,255.2,30,8.506666666666666
trusted,18.4,2,9.2
magical,190.3,22,8.65
crafy,9.4,1,9.4
dills,9.3,1,9.3
arizmendi,8.8,1,8.8
outranks,8.9,1,8.9
enjoy,2297.3,273,8.415018315018315
shoe,16.4,2,8.2
lincoln,25.8,3,8.6
listening,27.4,3,9.133333333333333
would,2325.3,282,8.245744680851065
regretted,9.4,1,9.4
quaarter,7.3,1,7.3
alec,25.3,3,8.433333333333334
maitake,54.2,6,9.033333333333333
eksik,9.4,1,9.4
hotter,60.3,7,8.614285714285714
critics,35.1,4,8.775
raman,9.4,1,9.4
marked,67.5,8,8.4375
continuar,8.1,1,8.1
bars,372.3,45,8.273333333333333
guise,7.3,1,7.3
pulley,9.1,1,9.1
finde,9.3,1,9.3
eggplant,690.5,83,8.319277108433734
beau,17.7,2,8.85
blistery,9.6,1,9.6
damnnn,9.5,1,9.5
able,391.3,45,8.695555555555556
charades,6.9,1,6.9
trisha,9.1,1,9.1
establishment,162.4,19,8.547368421052632
turns,73.4,9,8.155555555555557
tail,104.5,13,8.038461538461538
reporting,9.1,1,9.1
sf,97.8,12,8.15
engagement,8.9,1,8.9
explained,17.7,2,8.85
under,609.3,73,8.346575342465753
ultimatehotchocolate,8.8,1,8.8
upp,9.3,1,9.3
ipuddo,18.1,2,9.05
customers,406.4,50,8.128
cherrystones,8.1,1,8.1
tomatillo,27.3,3,9.1
prawn,27.1,3,9.033333333333333
daikons,9.4,1,9.4
ceremonial,16.7,2,8.35
buratta,18.4,2,9.2
available,957.3,111,8.624324324324323
keste,9.1,1,9.1
oranges,50.4,6,8.4
mixology,18.3,2,9.15
longing,18.4,2,9.2
peine,9.4,1,9.4
hates,34.6,4,8.65
ingredientes,9.6,1,9.6
najgorsza,8.8,1,8.8
gooood,81.3,9,9.033333333333333
skatefish,9.1,1,9.1
hotmail,9.4,1,9.4
custard,629.4,71,8.864788732394366
renowned,26.4,3,8.799999999999999
sandwich,7446.3,894,8.329194630872484
flabby,9.4,1,9.4
bfast,33.4,4,8.35
utopia,8.4,1,8.4
overindulgent,9.6,1,9.6
slop,9.1,2,4.55
handy,15.3,2,7.65
hemp,126.0,15,8.4
soul,239.7,29,8.26551724137931
chocoalate,9.1,1,9.1
loooveee,9.0,1,9.0
descriptions,8.2,1,8.2
endlessly,9.5,1,9.5
ise,9.4,1,9.4
bowtie,44.9,5,8.98
fluffy,368.3,42,8.769047619047619
ong,9.1,1,9.1
served,1462.3,170,8.601764705882353
doriyaki,9.3,1,9.3
trampled,9.0,1,9.0
respecting,8.9,1,8.9
getaway,8.9,1,8.9
sparingly,9.0,1,9.0
ikura,42.4,5,8.48
mollusk,9.1,1,9.1
eel,77.4,9,8.600000000000001
tabouli,9.2,1,9.2
anny,9.6,1,9.6
flan,58.3,7,8.328571428571427
overpaying,9.4,1,9.4
introductions,9.4,1,9.4
costing,8.9,1,8.9
saudade,18.3,2,9.15
shibuya,9.4,1,9.4
rickey,54.1,6,9.016666666666667
erika,8.2,1,8.2
programmers,8.9,1,8.9
wives,9.2,1,9.2
anstellen,9.4,1,9.4
qualifiers,9.4,1,9.4
guards,6.9,1,6.9
bora,9.6,1,9.6
flank,36.3,4,9.075
capisce,8.7,1,8.7
disappoints,88.4,10,8.84
rear,30.3,4,7.575
ohhh,18.2,2,9.1
chalait,24.7,3,8.233333333333333
beachside,8.9,1,8.9
shape,97.6,11,8.872727272727273
constraint,9.6,1,9.6
lobsterpolooza,9.1,1,9.1
q,103.5,12,8.625
serve,2326.3,272,8.552573529411765
drewes,7.6,1,7.6
marzano,17.7,2,8.85
arrive,282.3,34,8.302941176470588
rive,9.2,1,9.2
ippudo,586.1,68,8.619117647058824
coumont,7.8,1,7.8
ketchup,118.3,15,7.886666666666667
fatass,8.9,1,8.9
superspicy,8.9,1,8.9
pastures,9.6,1,9.6
moscow,87.7,10,8.77
emotional,9.4,1,9.4
vejateryan,18.6,2,9.3
labna,18.2,2,9.1
metade,8.1,1,8.1
southhampton,18.6,2,9.3
mizrahi,8.6,1,8.6
kahve,9.3,1,9.3
havin,9.3,1,9.3
welcome,493.3,58,8.505172413793103
duke,7.2,1,7.2
wren,80.8,12,6.733333333333333
midtown,121.4,14,8.671428571428573
supercool,9.5,1,9.5
anticipated,26.8,3,8.933333333333334
screwed,31.2,4,7.8
carrying,9.3,1,9.3
tech,51.4,7,7.3428571428571425
passant,9.4,1,9.4
bigger,305.3,36,8.480555555555556
adventurous,231.2,27,8.562962962962963
decoraci,18.4,2,9.2
baru,8.7,1,8.7
quiera,7.2,1,7.2
peixes,18.5,2,9.25
willy,53.7,6,8.950000000000001
states,87.4,10,8.74
djbfine,25.7,3,8.566666666666666
smuggle,9.1,1,9.1
scent,31.7,4,7.925
kald,9.4,1,9.4
maw,8.1,1,8.1
muchas,9.2,1,9.2
listen,151.4,19,7.968421052631579
catch,279.3,34,8.214705882352941
pan,307.3,38,8.086842105263159
dying,76.7,9,8.522222222222222
let,1065.3,128,8.32265625
airplanes,9.5,1,9.5
trailing,9.1,1,9.1
peppe,9.1,1,9.1
notably,18.6,2,9.3
tours,18.5,2,9.25
safron,9.6,1,9.6
mesa,79.3,11,7.209090909090909
consistent,129.4,15,8.626666666666667
globs,303.9,35,8.682857142857141
bodhitree,9.6,1,9.6
toptuesday,9.6,1,9.6
relaunch,8.9,1,8.9
especialito,9.4,1,9.4
imperdible,9.4,1,9.4
bomb,932.7,111,8.402702702702703
devoted,9.4,1,9.4
personalizadas,8.7,1,8.7
shell,278.3,32,8.696875
tenha,18.5,2,9.25
baos,153.8,20,7.69
gaining,17.9,2,8.95
kizlara,9.3,1,9.3
embodied,8.3,1,8.3
currents,9.3,1,9.3
dines,9.3,1,9.3
yessssss,9.4,1,9.4
